Instrument;Action;Quantity;Price;Time;ID;E/X;Position;Order ID;Name;Commission;Rate;Account;Connection;
MES 03-26;Buy;1;6966,00;03/02/2026 10:38:21;335158452130;Entry;-;;;0,39 $;1;FNFTCH;Simulation;
MES 03-26;Sell;1;6963,75;03/02/2026 10:41:46;335158452152;Exit;-;;;0,39 $;1;FNFTCH;Simulation;
MES 03-26;Buy;1;6966,75;03/02/2026 10:47:29;335158452163;Entry;-;;;0,39 $;1;FNFTCH;Simulation;
MES 03-26;Sell;1;6975,75;03/02/2026 10:52:00;335158452188;Exit;-;;;0,39 $;1;FNFTCH;Simulation;
